Year,State,CO2_Value,Coal_Value,Natural_Gas_Value,Nuclear_Energy_Value,Petroleum_Energy_Value,Renewable_Energy_Value
1977,West Virginia,54.0,"847,721","150,605",0,"235,436","24,320"
1977,Wisconsin,18.8,"307,515","354,397","117,864","582,503","74,518"
1977,Wyoming,87.9,"230,740","78,354",0,"153,243","9,937"
1978,Alabama,27.8,"577,580","244,969","249,788","577,713","148,341"
1978,Alaska,48.1,"4,689","145,025",0,"163,486","10,809"
1978,Arizona,19.6,"159,980","186,366",0,"357,372","79,870"
1978,Arkansas,18.9,"22,833","220,898","57,113","421,092","77,088"
1978,California,15.1,"67,892","1,646,333","83,801","3,654,422","576,601"
1978,Colorado,21.1,"218,619","234,600","6,664","375,010","29,391"
1978,Connecticut,14.2,807,"66,038","151,674","563,328","26,391"
1978,Delaware,27.2,"21,812","21,263",0,"181,109","10,667"
1978,District of Columbia,11.2,"2,017","26,551",0,"80,033",193
1978,Florida,16.1,"175,522","333,306","172,977","1,580,785","65,357"
1978,Georgia,20.1,"434,380","286,035","46,798","754,682","138,170"
1978,Hawaii,18.2,0,0,0,"235,827","1,143"
1978,Idaho,14.6,"11,424","46,570",0,"143,602","119,334"
1978,Illinois,22.7,"841,562","1,196,435","360,238","1,779,961","62,925"
1978,Indiana,33.9,"1,074,576","436,149",0,"929,585","45,814"
1978,Iowa,19.9,"201,296","238,754","13,225","414,715","19,287"
1978,Kansas,29.0,"136,849","507,973",0,"423,333","7,540"
1978,Kentucky,28.5,"617,183","215,021",0,"497,715","70,514"
1978,Louisiana,52.2,"3,747","2,349,710",0,"1,676,335","47,825"
1978,Maine,15.9,719,"2,166","58,582","244,392","74,889"
1978,Maryland,16.8,"209,720","139,642","108,272","627,433","59,254"
1978,Massachusetts,16.3,"3,163","161,964","60,943","1,171,738","67,677"
1978,Michigan,20.5,"671,257","793,936","143,373","1,215,137","66,270"
1978,Minnesota,20.1,"255,741","312,196","126,822","601,144","50,237"
1978,Mississippi,20.1,"40,994","208,038",0,"511,668","37,576"
1978,Missouri,22.7,"485,655","360,269",0,"694,616","49,657"
1978,Montana,27.2,"57,597","72,686",0,"172,332","132,188"
1978,Nebraska,19.7,"59,813","162,693","84,522","246,421","16,096"
1978,Nevada,31.3,"91,272","66,305",0,"149,414","18,980"
1978,New Hampshire,15.2,"20,409","8,204",0,"158,511","31,004"
1978,New Jersey,15.1,"60,820","236,852","89,372","1,361,982","41,662"
1978,New Mexico,32.4,"145,738","225,451",0,"215,103","7,989"
1978,New York,14.4,"297,344","576,482","237,431","2,737,616","354,864"
1978,North Carolina,17.9,"499,873","83,695","108,501","743,733","159,172"
1978,North Dakota,34.4,"129,778","39,067",0,"120,575","31,963"
1978,Ohio,27.3,"1,622,430","950,973","26,533","1,369,852","69,632"
1978,Oklahoma,26.4,"43,718","788,658",0,"482,959","37,416"
1978,Oregon,11.8,"4,672","90,025","17,104","360,125","408,647"
1978,Pennsylvania,25.5,"1,572,452","688,256","244,304","1,713,648","90,536"
1978,Rhode Island,10.6,123,"23,339",0,"132,150","6,577"
1978,South Carolina,17.5,"192,321","121,336","212,875","416,663","83,872"
1978,South Dakota,18.7,"38,551","35,395",0,"110,390","72,806"
1978,Tennessee,23.2,"564,711","189,201",0,"610,104","163,042"
1978,Texas,36.5,"418,438","4,329,773",0,"4,145,601","84,175"
1978,Utah,24.9,"143,943","113,322",0,"216,782","12,093"
1978,Vermont,11.6,477,"3,819","35,456","78,180","20,504"
1978,Virginia,16.1,"170,626","136,935","154,249","878,353","86,397"
1978,Washington,15.2,"84,724","133,338","45,301","621,666","1,002,202"
1978,West Virginia,50.3,"785,705","156,607",0,"224,998","27,252"
1978,Wisconsin,19.1,"296,054","375,286","128,208","605,891","90,777"
1978,Wyoming,85.7,"228,079","79,758",0,"169,839","12,774"
1979,Alabama,28.9,"670,208","291,485","240,321","491,310","190,737"
1979,Alaska,43.4,"4,182","157,236",0,"127,623","10,733"
1979,Arizona,21.3,"246,230","180,580",0,"345,796","83,414"
1979,Arkansas,17.7,"31,728","255,010","42,139","358,872","80,773"
1979,California,15.6,"68,565","1,900,357","95,320","3,733,951","559,806"
1979,Colorado,20.7,"238,041","260,824","2,316","340,605","33,170"
1979,Connecticut,13.6,"1,070","68,752","138,231","533,199","29,359"
1979,Delaware,28.7,"23,914","25,758",0,"191,828","8,729"
1979,District of Columbia,9.3,"2,889","30,129",0,"57,506",210
1979,Florida,16.3,"202,251","357,014","167,438","1,629,347","69,419"
1979,Georgia,20.6,"469,598","324,478","55,429","742,459","149,144"
1979,Hawaii,19.3,0,0,0,"255,346","1,258"
1979,Idaho,14.3,"11,856","56,792",0,"135,383","113,729"
1979,Illinois,21.8,"845,402","1,170,615","298,772","1,679,342","64,626"
1979,Indiana,35.0,"1,171,644","499,345",0,"850,765","51,858"
1979,Iowa,21.7,"219,445","292,191","31,432","425,775","18,947"
1979,Kansas,31.1,"147,482","571,266",0,"439,116","7,928"
1979,Kentucky,28.2,"609,287","220,854",0,"502,174","82,531"
1979,Louisiana,49.3,"2,518","2,051,384",0,"1,875,478","44,717"
1979,Maine,14.4,778,"2,162","48,928","223,074","76,896"
1979,Maryland,17.5,"240,709","179,631","105,240","600,818","66,329"
1979,Massachusetts,14.0,"4,632","157,883","66,113","990,909","74,298"
1979,Michigan,20.4,"758,928","880,367","164,699","1,038,344","73,877"
1979,Minnesota,19.0,"229,460","332,631","125,146","567,901","53,947"
1979,Mississippi,20.1,"59,765","260,547",0,"451,900","37,510"
1979,Missouri,22.4,"512,505","340,138",0,"658,767","55,940"
1979,Montana,28.9,"63,407","69,114",0,"186,730","119,406"
1979,Nebraska,20.2,"77,604","168,959","94,196","224,645","16,832"
1979,Nevada,30.7,"99,307","85,539",0,"138,630","19,804"
1979,New Hampshire,14.2,"29,080","8,699",0,"137,488","33,548"
1979,New Jersey,14.9,"59,195","269,934","71,918","1,317,117","43,101"
1979,New Mexico,31.6,"152,939","223,092",0,"214,617","9,922"
1979,New York,13.3,"315,174","633,562","201,340","2,382,107","368,358"
1979,North Carolina,19.0,"558,638","133,751","74,080","735,741","191,639"
1979,North Dakota,38.1,"148,077","29,236",0,"136,221","28,886"
1979,Ohio,27.1,"1,668,432","920,390","34,412","1,384,084","74,657"
1979,Oklahoma,26.9,"60,391","844,294",0,"465,726","46,806"
1979,Oregon,11.7,"4,679","97,905","48,900","363,933","387,287"
1979,Pennsylvania,26.6,"1,756,262","756,079","204,484","1,621,351","106,837"
1979,Rhode Island,9.8,122,"27,526",0,"115,620","7,124"
1979,South Carolina,17.1,"206,761","121,479","198,220","391,960","91,528"
1979,South Dakota,18.4,"35,473","25,611",0,"118,250","67,819"
1979,Tennessee,22.3,"542,302","233,860",0,"566,792","207,250"
1979,Texas,36.9,"587,642","4,131,399",0,"4,561,292","89,721"
1979,Utah,25.8,"170,907","120,980",0,"213,386","13,634"
1979,Vermont,10.6,595,"4,398","37,521","71,419","22,340"
1979,Virginia,16.9,"213,734","136,958","76,758","886,409","95,181"
1979,Washington,15.4,"99,003","165,950","39,301","621,007","900,631"
1979,West Virginia,52.0,"828,830","152,059",0,"234,025","33,875"
1979,Wisconsin,18.9,"321,063","372,258","113,175","564,808","92,876"
1979,Wyoming,92.5,"268,946","87,157",0,"174,797","13,906"
1980,Alabama,27.5,"661,023","278,342","256,310","450,362","238,766"
1980,Alaska,42.9,"4,310","153,805",0,"129,309","8,321"
1980,Arizona,19.3,"244,994","173,970",0,"301,281","120,006"
1980,Arkansas,16.4,"36,648","273,987","85,438","299,725","69,996"
1980,California,14.5,"66,170","1,890,887","53,665","3,477,280","591,928"
1980,Colorado,20.2,"247,615","244,771","7,273","327,783","28,582"
1980,Connecticut,12.9,364,"74,033","129,094","502,250","43,748"
1980,Delaware,29.4,"28,063","30,783",0,"184,800","2,472"
1980,District of Columbia,8.2,"3,284","27,950",0,"47,702","2,849"
1980,Florida,15.8,"225,457","329,567","182,563","1,650,717","90,049"
1980,Georgia,20.6,"521,518","325,263","92,015","692,211","144,038"
1980,Hawaii,18.7,0,0,0,"249,539","12,808"
1980,Idaho,11.8,"9,610","51,646",0,"112,680","113,407"
1980,Illinois,20.3,"844,481","1,076,174","302,604","1,447,866","92,366"
1980,Indiana,33.5,"1,156,965","482,288",0,"742,766","56,145"
1980,Iowa,20.3,"234,425","270,333","27,955","350,023","58,556"
1980,Kansas,28.7,"191,574","481,990",0,"372,660","9,088"
1980,Kentucky,28.3,"641,685","204,062",0,"481,043","55,822"
1980,Louisiana,45.7,"2,456","1,862,179",0,"1,859,619","64,707"
1980,Maine,13.0,"3,008","2,162","48,040","198,340","121,124"
1980,Maryland,16.0,"235,710","162,955","119,409","532,945","45,823"
1980,Massachusetts,13.5,"22,845","169,897","35,255","910,027","72,495"
1980,Michigan,19.4,"759,026","874,651","173,339","906,659","103,039"
1980,Minnesota,17.5,"242,420","284,941","109,374","498,349","54,794"
1980,Mississippi,18.9,"74,997","270,909",0,"382,612","38,097"
1980,Missouri,21.2,"531,438","322,842",0,"560,667","30,880"
1980,Montana,25.7,"60,228","61,453",0,"163,682","114,608"
1980,Nebraska,19.2,"93,942","159,483","63,082","189,490","19,778"
1980,Nevada,27.6,"93,216","62,016",0,"147,127","27,403"
1980,New Hampshire,13.8,"29,275","8,874",0,"133,609","32,382"
1980,New Jersey,15.0,"68,692","341,149","83,192","1,249,507","48,383"
1980,New Mexico,34.3,"202,870","231,330",0,"201,366","6,223"
1980,New York,12.6,"313,708","752,573","210,259","2,135,731","404,671"
1980,North Carolina,19.1,"624,696","155,149","62,997","658,887","135,910"
1980,North Dakota,39.0,"163,322","23,830",0,"126,840","28,555"
1980,Ohio,25.4,"1,528,107","841,059","23,115","1,301,153","107,374"
1980,Oklahoma,25.4,"106,346","738,931",0,"442,550","24,855"
1980,Oregon,10.7,"12,102","82,324","58,844","334,332","401,129"
1980,Pennsylvania,24.8,"1,636,051","789,585","131,893","1,436,379","136,826"
1980,Rhode Island,8.8,165,"27,948",0,"102,801","7,287"
1980,South Carolina,17.6,"245,769","146,846","189,846","351,306","71,184"
1980,South Dakota,16.8,"36,564","24,020",0,"101,874","63,775"
1980,Tennessee,21.9,"576,894","233,323","5,660","501,001","160,372"
1980,Texas,36.0,"734,145","4,226,105",0,"4,451,936","65,819"
1980,Utah,24.4,"168,254","124,990",0,"200,325","13,025"
1980,Vermont,9.0,537,"3,951","32,497","61,631","22,881"
1980,Virginia,15.3,"231,849","160,886","125,071","737,949","85,571"
1980,Washington,14.0,"90,956","135,451","22,269","594,767","951,633"
1980,West Virginia,52.5,"857,779","147,624",0,"217,628","23,421"
1980,Wisconsin,17.3,"327,310","354,670","108,111","474,923","187,312"
1980,Wyoming,86.6,"268,122","72,982",0,"173,524","14,250"
1981,Alabama,26.5,"629,957","281,022","260,780","444,499","213,355"
1981,Alaska,40.8,"12,521","122,214",0,"135,710","9,216"
1981,Arizona,21.3,"319,438","192,208",0,"284,450","92,583"
1981,Arkansas,18.7,"101,935","265,043","100,093","289,016","68,248"
1981,California,13.8,"78,401","1,947,370","35,367","3,210,880","503,653"
1981,Colorado,19.4,"278,732","201,432","8,261","301,714","28,752"
1981,Connecticut,11.3,904,"77,126","139,788","436,491","42,958"
1981,Delaware,27.4,"50,618","31,576",0,"138,619","2,006"
1981,District of Columbia,7.4,"2,406","29,428",0,"40,354","2,312"
1981,Florida,15.3,"236,471","357,470","159,362","1,624,227","83,698"
1981,Georgia,20.4,"552,108","325,103","79,799","652,903","122,747"
1981,Hawaii,16.6,0,0,0,"223,133","13,585"
1981,Idaho,10.6,"9,801","48,107",0,"98,602","115,694"
1981,Illinois,18.7,"796,603","1,053,097","325,199","1,264,078","100,323"
1981,Indiana,32.7,"1,150,611","487,854",0,"683,466","59,181"
1981,Iowa,20.1,"252,126","253,927","24,309","328,458","64,176"
1981,Kansas,27.1,"212,932","422,564",0,"335,099","8,483"
1981,Kentucky,28.1,"663,926","202,235",0,"432,910","55,159"
1981,Louisiana,45.0,"23,727","1,847,639",0,"1,843,551","68,263"
1981,Maine,12.7,"3,141","2,288","57,488","194,633","129,795"
1981,Maryland,14.8,"210,368","177,238","127,095","496,635","45,447"
1981,Massachusetts,12.7,"26,644","165,351","47,766","849,197","73,207"
1981,Michigan,18.5,"757,492","811,399","188,239","817,824","108,871"
1981,Minnesota,16.3,"244,190","264,845","112,360","450,175","56,622"
1981,Mississippi,17.8,"82,948","249,062",0,"352,407","41,070"
1981,Missouri,20.6,"536,042","287,706",0,"535,243","30,527"
1981,Montana,23.5,"62,539","53,029",0,"143,907","130,992"
1981,Nebraska,18.0,"98,584","133,481","66,048","176,315","18,113"
1981,Nevada,28.2,"112,197","78,744",0,"130,637","21,800"
1981,New Hampshire,12.3,"24,226","9,709",0,"122,799","36,078"
1981,New Jersey,14.5,"75,464","391,491","128,776","1,159,200","54,426"
1981,New Mexico,33.1,"196,933","205,433",0,"213,772","7,731"
1981,New York,11.7,"308,653","770,856","192,412","1,909,639","413,896"
1981,North Carolina,18.9,"655,284","154,283","68,894","611,184","108,282"
1981,North Dakota,40.8,"172,400","35,457",0,"126,589","25,970"
1981,Ohio,24.8,"1,534,900","818,902","48,607","1,199,908","113,023"
1981,Oklahoma,25.9,"157,728","694,455",0,"435,481","23,880"
1981,Oregon,11.2,"25,826","78,887","70,856","333,667","428,803"
1981,Pennsylvania,22.9,"1,495,944","791,190","157,462","1,297,668","147,662"
1981,Rhode Island,8.1,192,"28,873",0,"92,461","6,649"
1981,South Carolina,17.5,"266,523","145,000","191,120","332,406","52,308"
1981,South Dakota,15.8,"36,204","22,076",0,"92,817","58,639"
1981,Tennessee,21.5,"565,947","227,063","51,886","492,503","136,647"
1981,Texas,34.7,"858,514","4,052,341",0,"4,267,534","70,516"
1981,Utah,22.3,"175,686","109,703",0,"168,355","12,388"
1981,Vermont,8.7,"1,030","4,352","39,362","58,643","24,825"
1981,Virginia,14.4,"264,301","154,925","196,535","648,378","79,270"
1981,Washington,13.9,"90,872","131,176","22,523","600,871","1,074,536"
1981,West Virginia,53.2,"877,497","154,468",0,"205,098","22,023"
1981,Wisconsin,16.6,"327,327","327,529","107,201","439,877","196,641"
1981,Wyoming,91.6,"318,915","72,895",0,"160,096","12,125"
1982,Alabama,23.2,"511,059","253,391","306,734","440,359","265,548"
1982,Alaska,53.1,"13,182","237,881",0,"149,249","8,745"
1982,Arizona,20.2,"336,245","142,323",0,"278,455","94,968"
1982,Arkansas,18.6,"125,193","227,389","82,852","281,576","77,652"
1982,California,12.0,"69,415","1,765,171","41,357","2,874,156","702,806"
1982,Colorado,19.3,"276,433","216,115","6,299","308,533","32,043"
1982,Connecticut,11.3,763,"79,253","150,866","435,008","41,481"
1982,Delaware,24.5,"47,947","28,694",0,"121,917","3,170"
1982,District of Columbia,8.2,"3,064","29,731",0,"45,763","3,654"
1982,Florida,13.4,"240,178","339,099","213,919","1,416,264","105,523"
1982,Georgia,19.5,"535,439","303,335","73,144","642,879","143,871"
1982,Hawaii,15.0,"1,149",0,0,"203,563","13,382"
1982,Idaho,10.0,"10,358","42,849",0,"96,011","137,262"
1982,Illinois,17.8,"778,512","996,628","305,891","1,167,292","108,434"
1982,Indiana,29.7,"1,007,163","471,776",0,"638,602","59,095"
1982,Iowa,19.9,"243,876","238,917","25,126","339,038","66,907"
1982,Kansas,26.3,"212,511","400,519",0,"337,084","10,392"
1982,Kentucky,26.7,"626,978","191,042",0,"429,833","69,516"
1982,Louisiana,40.6,"64,251","1,629,186",0,"1,680,330","69,667"
1982,Maine,15.3,"6,935","2,686","50,097","230,398","126,910"
1982,Maryland,14.3,"217,256","159,832","114,555","472,074","51,599"
1982,Massachusetts,13.2,"89,641","181,781","46,212","798,283","66,642"
1982,Michigan,17.4,"711,387","762,073","166,124","745,764","109,127"
1982,Minnesota,15.8,"212,528","263,011","112,911","467,279","58,968"
1982,Mississippi,17.8,"100,518","276,666",0,"314,441","44,643"
1982,Missouri,20.5,"523,817","282,312",0,"543,957","43,954"
1982,Montana,20.3,"48,650","52,782",0,"130,099","126,686"
1982,Nebraska,18.2,"96,746","135,550","96,917","184,673","19,739"
1982,Nevada,28.8,"146,479","49,889",0,"128,355","18,717"
1982,New Hampshire,11.8,"27,624","9,686",0,"114,853","33,759"
1982,New Jersey,14.8,"78,375","377,216","155,455","1,191,430","49,211"
1982,New Mexico,33.1,"225,549","213,347",0,"187,749","8,035"
1982,New York,11.1,"288,982","790,695","159,870","1,775,955","397,442"
1982,North Carolina,18.0,"622,104","146,759","101,057","600,316","143,364"
1982,North Dakota,43.1,"198,916","29,003",0,"122,775","29,855"
1982,Ohio,22.9,"1,392,042","770,419","35,722","1,124,585","114,311"
1982,Oklahoma,26.4,"203,812","692,328",0,"443,116","37,437"
1982,Oregon,10.9,"11,803","73,916","53,062","341,618","561,127"
1982,Pennsylvania,20.3,"1,291,496","708,310","182,395","1,191,619","149,605"
1982,Rhode Island,7.8,197,"28,134",0,"90,122","6,053"
1982,South Carolina,16.3,"271,483","100,978","145,677","309,557","69,636"
1982,South Dakota,16.5,"36,957","25,014",0,"97,585","60,381"
1982,Tennessee,19.0,"470,661","212,041","111,885","483,674","184,144"
1982,Texas,31.7,"931,065","3,503,024",0,"4,020,260","80,753"
1982,Utah,20.7,"159,560","110,526",0,"166,643","16,761"
1982,Vermont,7.8,"1,264","4,340","46,222","53,063","22,667"
1982,Virginia,13.6,"259,723","154,574","192,897","604,004","93,614"
1982,Washington,12.8,"74,069","114,396","40,206","582,011","1,008,174"
1982,West Virginia,49.1,"807,953","136,141",0,"192,255","25,803"
1982,Wisconsin,16.3,"324,150","315,738","113,696","437,256","195,454"
1982,Wyoming,91.9,"333,591","90,586",0,"147,840","12,243"
1983,Alabama,22.9,"532,596","229,993","274,203","415,569","282,179"
1983,Alaska,53.1,"12,403","239,678",0,"175,955","9,591"
1983,Arizona,18.2,"295,442","120,418",0,"289,170","175,999"
1983,Arkansas,20.4,"177,458","211,726","83,380","284,711","95,412"
1983,California,11.6,"32,022","1,601,037","61,214","2,979,017","811,004"
1983,Colorado,18.2,"254,698","207,120","8,162","319,872","35,857"
1983,Connecticut,11.0,712,"76,286","126,367","428,078","48,199"
1983,Delaware,29.2,"73,014","35,491",0,"122,905","2,224"
1983,District of Columbia,8.0,"3,040","29,633",0,"43,776","2,564"
1983,Florida,13.6,"318,946","321,009","161,446","1,417,209","94,585"
1983,Georgia,20.5,"584,816","303,129","84,771","685,558","151,110"
1983,Hawaii,14.7,"1,040",0,0,"205,190","14,920"
1983,Idaho,9.8,"9,466","36,833",0,"100,634","152,320"
1983,Illinois,18.4,"848,229","956,269","305,571","1,197,343","126,417"
1983,Indiana,30.9,"1,105,128","425,164",0,"636,475","67,925"
1983,Iowa,19.6,"253,663","223,581","25,177","318,754","72,089"
1983,Kansas,26.1,"231,156","345,858",0,"344,475","10,707"
1983,Kentucky,27.2,"637,850","177,528",0,"449,654","65,792"
1983,Louisiana,38.2,"106,718","1,472,328",0,"1,560,429","74,654"
1983,Maine,11.6,"5,895","2,475","62,488","177,768","140,252"
1983,Maryland,14.5,"232,600","148,327","127,325","486,226","52,085"
1983,Massachusetts,12.6,"96,877","185,610","66,116","749,558","78,596"
1983,Michigan,17.1,"706,594","710,144","178,651","747,226","122,339"
1983,Minnesota,15.3,"211,168","246,314","128,164","460,833","62,679"
1983,Mississippi,16.7,"96,091","244,281",0,"308,251","45,071"
1983,Missouri,20.8,"564,360","264,229",0,"526,714","44,094"
1983,Montana,20.4,"42,786","46,619",0,"148,093","135,671"
1983,Nebraska,18.9,"104,815","124,993","66,321","195,549","21,516"
1983,Nevada,28.0,"140,246","44,691",0,"138,721","47,194"
1983,New Hampshire,11.7,"29,383","9,522",0,"112,789","38,209"
1983,New Jersey,14.9,"91,632","407,751","69,006","1,177,466","60,308"
1983,New Mexico,34.9,"263,654","184,595",0,"208,526","9,201"
1983,New York,10.1,"268,018","738,159","178,577","1,606,417","435,889"
1983,North Carolina,17.7,"594,999","141,025","134,819","638,834","149,658"
1983,North Dakota,44.5,"213,444","27,302",0,"124,191","28,400"
1983,Ohio,21.9,"1,321,092","708,534","53,479","1,104,882","132,120"
1983,Oklahoma,26.0,"219,296","655,366",0,"461,895","39,850"
1983,Oregon,9.7,"9,888","69,791","40,186","308,401","574,207"
1983,Pennsylvania,20.8,"1,337,526","658,671","160,505","1,227,111","167,142"
1983,Rhode Island,8.0,172,"29,445",0,"92,619","7,401"
1983,South Carolina,15.4,"233,856","104,301","278,962","324,249","75,407"
1983,South Dakota,15.0,"30,709","23,582",0,"92,479","61,830"
1983,Tennessee,20.3,"547,105","199,046","153,222","477,721","189,453"
1983,Texas,31.0,"1,016,758","3,335,505",0,"3,995,613","78,066"
1983,Utah,21.0,"160,238","118,449",0,"176,813","21,168"
1983,Vermont,8.4,"1,164","4,324","31,298","57,921","26,554"
1983,Virginia,13.9,"275,468","146,846","203,636","627,925","95,982"
1983,Washington,11.7,"80,210","111,791","38,098","523,972","1,004,891"
1983,West Virginia,50.1,"826,149","120,214",0,"197,978","23,389"
1983,Wisconsin,16.7,"352,824","301,789","101,404","431,106","217,664"
1983,Wyoming,82.6,"313,646","85,247",0,"114,608","15,780"
1984,Alabama,24.1,"584,607","239,598","262,518","415,550","288,127"
1984,Alaska,55.7,"12,883","258,039",0,"200,815","11,152"
1984,Arizona,19.1,"324,862","126,844",0,"311,927","188,831"
1984,Arkansas,19.4,"163,879","214,432","117,188","263,495","91,646"
1984,California,12.2,"37,243","1,739,833","153,366","3,213,001","696,738"
1984,Colorado,19.2,"286,888","220,950",598,"325,731","39,837"
1984,Connecticut,11.9,"1,489","83,245","154,967","466,486","41,112"
1984,Delaware,30.1,"72,797","43,852",0,"129,111","2,927"
1984,District of Columbia,8.3,"2,475","29,802",0,"47,271","3,226"
1984,Florida,13.0,"378,652","318,172","261,074","1,318,892","112,695"
1984,Georgia,22.3,"681,531","315,287","59,331","728,111","159,451"
1984,Hawaii,15.4,941,0,0,"216,113","15,372"
1984,Idaho,9.8,"9,020","40,341",0,"98,726","156,188"
1984,Illinois,18.1,"833,205","1,056,089","379,243","1,098,184","124,741"
1984,Indiana,33.9,"1,209,499","451,395",0,"715,014","65,106"
1984,Iowa,19.9,"251,547","238,314","29,274","312,600","75,557"
1984,Kansas,29.2,"274,843","360,762",0,"407,423","14,676"
1984,Kentucky,28.4,"670,985","193,323",0,"457,857","77,261"
1984,Louisiana,39.8,"119,071","1,661,309",0,"1,459,360","78,816"
1984,Maine,13.1,"4,951","2,528","55,552","207,391","139,329"
1984,Maryland,15.7,"270,158","162,784","126,334","517,865","60,086"
1984,Massachusetts,13.7,"116,021","208,279","11,221","803,719","65,032"
1984,Michigan,17.9,"747,632","727,492","152,652","782,143","114,761"
1984,Minnesota,16.3,"231,376","256,402","90,306","488,996","66,022"
1984,Mississippi,17.3,"103,950","276,617","1,789","311,980","50,468"
1984,Missouri,21.4,"593,295","269,127","9,978","537,151","47,136"
1984,Montana,25.1,"90,265","47,098",0,"140,833","130,479"
1984,Nebraska,19.9,"124,257","129,488","62,676","187,410","22,853"
1984,Nevada,28.6,"155,582","44,747",0,"135,708","63,057"
1984,New Hampshire,13.3,"34,056","10,116",0,"134,577","35,004"
1984,New Jersey,15.6,"84,013","419,435","60,825","1,271,714","48,816"
1984,New Mexico,32.5,"252,868","169,781",0,"202,016","9,926"
1984,New York,10.3,"299,885","809,500","229,730","1,577,749","409,565"
1984,North Carolina,17.7,"558,943","148,682","219,376","705,548","160,144"
1984,North Dakota,50.6,"256,659","22,888",0,"122,464","28,819"
1984,Ohio,22.5,"1,361,844","768,864","46,759","1,096,264","128,420"
1984,Oklahoma,26.6,"230,922","669,277",0,"456,031","39,885"
1984,Oregon,10.2,"11,814","81,467","51,348","321,691","590,530"
1984,Pennsylvania,22.2,"1,462,314","699,645","233,815","1,276,013","152,019"
1984,Rhode Island,8.8,225,"32,535",0,"102,311","4,946"
1984,South Carolina,16.2,"244,040","111,184","251,939","347,955","80,276"
1984,South Dakota,15.5,"34,414","24,862",0,"93,209","64,092"
1984,Tennessee,21.1,"555,270","211,280","135,551","519,409","203,068"
1984,Texas,31.7,"1,074,868","3,556,196",0,"4,198,364","88,645"
1984,Utah,22.1,"185,637","124,247",0,"176,034","21,829"
1984,Vermont,9.4,"1,394","4,829","36,170","65,699","26,036"
1984,Virginia,14.7,"306,947","148,534","184,824","672,067","103,631"
1984,Washington,13.1,"82,282","131,958","57,614","598,967","981,713"
1984,West Virginia,54.7,"898,445","130,959",0,"199,755","25,619"
1984,Wisconsin,17.1,"363,416","307,510","116,513","441,010","215,483"
1984,Wyoming,91.8,"359,414","89,666",0,"115,379","17,199"
1985,Alabama,25.6,"662,890","227,780","152,028","410,037","248,632"
1985,Alaska,54.5,"11,587","214,042",0,"237,018","11,783"
1985,Arizona,19.2,"342,013","137,315","12,005","317,106","171,680"
1985,Arkansas,21.1,"219,791","199,350","105,042","263,729","109,251"
1985,California,12.1,"45,264","1,925,459","209,565","3,125,366","594,659"
1985,Colorado,19.2,"299,070","209,799",-337,"326,922","43,210"
1985,Connecticut,11.8,"21,316","80,208","135,127","449,592","40,389"
1985,Delaware,28.1,"71,436","39,443",0,"122,989","3,019"
1985,District of Columbia,7.5,"3,489","29,336",0,"39,526","3,327"
1985,Florida,13.4,"472,352","305,057","249,204","1,324,401","114,488"
1985,Georgia,22.9,"725,678","289,572","107,602","771,709","146,207"
1985,Hawaii,16.4,"1,124",0,0,"232,123","15,307"
1985,Idaho,10.0,"8,870","41,115",0,"101,978","132,234"
1985,Illinois,17.4,"811,110","979,924","415,387","1,088,921","130,268"
1985,Indiana,33.5,"1,193,273","433,689",0,"712,406","69,669"
1985,Iowa,20.4,"268,806","191,609","20,467","313,930","75,925"
1985,Kansas,28.0,"259,501","354,756","40,960","391,915","14,844"
1985,Kentucky,29.2,"716,929","177,681",0,"444,399","73,167"
1985,Louisiana,37.4,"159,097","1,441,820","26,102","1,426,499","79,343"
1985,Maine,12.7,"5,093","2,620","56,875","209,101","136,042"
1985,Maryland,14.7,"256,210","155,581","105,434","484,616","55,151"
1985,Massachusetts,13.5,"110,246","221,026","65,141","793,263","65,453"
1985,Michigan,18.4,"781,884","717,041","142,886","812,411","114,217"
1985,Minnesota,15.9,"226,094","258,499","122,923","481,704","68,755"
1985,Mississippi,16.9,"109,381","233,010","46,014","315,257","50,892"
1985,Missouri,20.1,"529,684","263,961","85,290","548,611","62,542"
1985,Montana,26.9,"99,055","47,312",0,"151,737","120,845"
1985,Nebraska,19.3,"115,478","121,224","43,911","189,263","24,632"
1985,Nevada,24.7,"126,210","41,626",0,"135,732","49,989"
1985,New Hampshire,13.3,"39,719","10,393",0,"129,981","33,807"
1985,New Jersey,14.8,"103,310","375,320","188,752","1,191,379","49,683"
1985,New Mexico,32.4,"268,374","162,312",0,"188,716","10,521"
1985,New York,10.6,"301,368","782,888","255,910","1,676,368","415,540"
1985,North Carolina,17.1,"550,505","138,331","205,037","694,797","137,560"
1985,North Dakota,56.5,"301,957","25,551",0,"118,168","27,227"
1985,Ohio,22.5,"1,389,464","739,854","20,638","1,078,973","131,331"
1985,Oklahoma,25.7,"237,168","603,855",0,"458,247","57,165"
1985,Oregon,10.1,"10,045","85,486","73,406","317,849","529,625"
1985,Pennsylvania,21.3,"1,409,068","646,711","278,637","1,223,123","148,238"
1985,Rhode Island,8.7,213,"30,725",0,"114,468","5,081"
1985,South Carolina,16.4,"262,653","100,109","338,056","345,974","66,598"
1985,South Dakota,15.8,"34,530","25,454",0,"96,235","60,186"
1985,Tennessee,21.9,"599,665","196,698","102,737","536,800","166,411"
1985,Texas,31.5,"1,148,998","3,514,363",0,"4,191,428","96,300"
